tickerId,exchangeId,type,secType,regionId,currencyId,currencyCode,name,symbol,disSymbol,disExchangeCode,exchangeCode,listStatus,template,tradeTime,faTradeTime,status,close,change,changeRatio,volume,netAsset,totalAsset,regionName,regionIsoCode,peTtm,preClose,fiftyTwoWkHigh,fiftyTwoWkLow,open,high,low,vibrateRatio,nextEarningDay,estimateEarningsDate,pprice,pchange,pchRatio,dt,position,volumeCallPutRatio,positionCallPutRatio,price,marketValue,turnoverRate,rank_type
913257561,96,2,[61],6,247,USD,Nvidia Corporation,NVDA,NVDA,NASDAQ,NSQ,1,stock,2023-10-27T23:59:59.145+0000,2023-10-27T23:59:59.145+0000,A,405.00,1.74,0.0043,1275214,,,United States,US,97.8332,403.26,502.66,129.56,411.30,412.06,400.15,0.0295,2023-11-21,,405.60,0.60,0.0015,sr,3091555,1.10,0.92,405.00,1000350000000,0.0169,totalPosition
913257299,96,2,[61],6,247,USD,Alphabet Inc,GOOGL,GOOGL,NASDAQ,NSQ,1,stock,2023-10-27T23:59:33.974+0000,2023-10-27T23:59:33.974+0000,A,122.17,-0.11,-0.0009,585631,,,United States,US,24.6519,122.28,141.22,83.34,122.88,123.31,120.21,0.0254,,01/31-02/05,122.00,-0.17,-0.0014,sr,3006825,0.39,0.59,122.17,1529079720000,0.0036,totalPosition
913254235,96,2,[61],6,247,USD,Advanced Micro Devices Inc,AMD,AMD,NASDAQ,NSQ,1,stock,2023-10-27T23:59:38.702+0000,2023-10-27T23:59:38.702+0000,A,96.43,2.76,0.0295,481628,,,United States,US,-5989.4410,93.67,132.83,58.03,95.80,97.35,94.59,0.0295,2023-10-31,,96.20,-0.23,-0.0024,sr,2835960,0.65,0.93,96.43,155799191173,0.0325,totalPosition
913255803,96,2,[61],6,247,USD,American Airline,AAL,AAL,NASDAQ,NSQ,1,stock,2023-10-27T23:59:16.249+0000,2023-10-27T23:59:16.249+0000,A,10.92,-0.23,-0.0206,148477,,,United States,US,4.8381,11.15,19.08,10.88,11.18,11.23,10.88,0.0312,,01/24-01/29,10.91,-0.01,-0.0009,sr,2791305,2.27,3.70,10.92,7136662806,0.0610,totalPosition
913303928,96,2,[61],6,247,USD,Meta Platforms Inc,META,META,NASDAQ,NSQ,1,stock,2023-10-27T23:59:53.678+0000,2023-10-27T23:59:53.678+0000,A,296.73,8.38,0.0291,598159,,,United States,US,26.7295,288.35,330.54,88.09,294.48,299.31,292.97,0.0220,,01/30-02/05,296.70,-0.03,-0.0001,sr,2756816,0.91,0.63,296.73,762555368466,0.0115,totalPosition
913257268,96,2,[61],6,247,USD,Intel Corp,INTC,INTC,NASDAQ,NSQ,1,stock,2023-10-27T23:59:30.626+0000,2023-10-27T23:59:30.626+0000,A,35.54,3.02,0.0929,511204,,,United States,US,-157.8854,32.52,40.07,24.73,34.66,36.38,34.60,0.0529,2023-10-26,,35.50,-0.04,-0.0011,sr,2740703,1.15,0.74,35.54,148841520000,0.0201,totalPosition
950172475,11,2,[61],6,247,USD,Palantir Technologies Inc,PLTR,PLTR,NYSE,NYSE,1,stock,2023-10-27T23:59:55.899+0000,2023-10-27T23:59:55.899+0000,A,15.07,-0.22,-0.0144,173552,,,United States,US,-602.8000,15.29,20.24,5.84,15.48,15.60,14.96,0.0419,2023-11-02,,15.05,-0.02,-0.0013,sr,2676063,0.51,0.63,15.07,32428008446,0.0185,totalPosition
913255055,11,2,[61],6,247,USD,Citigroup Inc,C,C,NYSE,NYSE,1,stock,2023-10-27T23:59:34.844+0000,2023-10-27T23:59:34.844+0000,A,38.24,-1.10,-0.0280,84986,,,United States,US,6.0684,39.34,53.23,38.17,39.33,39.37,38.17,0.0305,2024-01-12,,38.32,0.08,0.0021,sr,2417956,0.54,0.71,38.24,73187536000,0.0108,totalPosition
913244089,34,3,"[6, 34]",6,247,USD,SPDR® Gold Shares,GLD,GLD,NYSEARCA,PSE,1,etf,2023-10-27T23:59:49.780+0000,2023-10-27T23:59:49.780+0000,A,186.15,2.14,0.0116,286963,78757972055,54925893037,United States,US,0.0000,184.01,191.36,150.57,183.76,186.36,183.47,0.0157,,,186.56,0.41,0.0022,sr,2352746,0.39,0.39,186.15,,,totalPosition
913323997,96,2,[61],6,247,USD,Microsoft Corp,MSFT,MSFT,NASDAQ,NSQ,1,stock,2023-10-27T23:59:50.912+0000,2023-10-27T23:59:50.912+0000,A,329.81,1.92,0.0059,587553,,,United States,US,31.9382,327.89,366.78,213.43,330.43,336.72,328.40,0.0253,,01/22-01/26,329.81,0.00,0.0000,sr,2240979,0.79,0.80,329.81,2451234438727,0.0040,totalPosition
913244540,34,3,"[1, 34]",6,247,USD,VanEck Gold Miners ETF,GDX,GDX,NYSEARCA,PSE,1,etf,2023-10-27T23:58:44.033+0000,2023-10-27T23:58:44.033+0000,A,29.20,0.68,0.0238,150183,17876418916,11516439154,United States,US,0.0000,28.52,36.26,22.58,28.64,29.22,28.32,0.0314,,,29.35,0.15,0.0051,sr,2226159,0.23,0.33,29.20,,,totalPosition
913244105,34,3,"[1, 34]",6,247,USD,iShares China Large-Cap ETF,FXI,FXI,NYSEARCA,PSE,1,etf,2023-10-27T23:59:48.943+0000,2023-10-27T23:59:48.943+0000,A,25.67,0.09,0.0035,162130,3493439369,4798162882,United States,US,0.0000,25.58,33.38,20.87,25.97,26.06,25.59,0.0182,,,25.64,-0.04,-0.0014,sr,2077000,0.63,0.83,25.67,,,totalPosition
913324268,11,2,[61],6,247,USD,Vale S A,VALE,VALE,NYSE,NYSE,1,stock,2023-10-27T23:52:30.097+0000,2023-10-27T23:52:30.097+0000,A,13.49,0.46,0.0353,91783,,,United States,US,5.1246,13.03,19.31,12.22,13.20,13.69,13.19,0.0384,,02/14-02/19,13.48,-0.01,-0.0007,sr,2068186,1.60,0.89,13.49,58592369640,0.0118,totalPosition
